link,file name
http://www.dna.com.vn/folder_news/010513%20Yahoo.jpg,010513 Yahoo.jpg
http://www.dna.com.vn/folder_news/010513%20Yahoo.jpg,010513 Yahoo.jpg
http://www.dna.com.vn/folder_news/010513%20coccoc.jpg,010513 coccoc.jpg
http://www.dna.com.vn/folder_news/010513%20coccoc.jpg,010513 coccoc.jpg
http://www.dna.com.vn/folder_news/010513%20dai%20su%20thuong%20hieu.jpg,010513%20dai%20su%20thuong%20hieu.jpg
http://www.dna.com.vn/folder_news/010513%20dai%20su%20thuong%20hieu.jpg,010513%20dai%20su%20thuong%20hieu.jpg
http://www.dna.com.vn/folder_news/010513%20doanh%20nghiep%20pha%20san%201.jpg,010513%20doanh%20nghiep%20pha%20san%201.jpg
http://www.dna.com.vn/folder_news/010513%20doanh%20nghiep%20pha%20san%201.jpg,010513%20doanh%20nghiep%20pha%20san%201.jpg
http://www.dna.com.vn/folder_news/010513%20facebook.jpg,010513 facebook.jpg
http://www.dna.com.vn/folder_news/010513%20facebook.jpg,010513 facebook.jpg
http://www.dna.com.vn/folder_news/010513%20lien%20thanh.jpg,010513 lien thanh.jpg
http://www.dna.com.vn/folder_news/010513%20lien%20thanh.jpg,010513 lien thanh.jpg
http://www.dna.com.vn/folder_news/010513%20miliket.jpg,010513 miliket.jpg
http://www.dna.com.vn/folder_news/010513%20miliket.jpg,010513 miliket.jpg
http://www.dna.com.vn/folder_news/010513%20mua%20ban%20sap%20nhap.jpg,010513%20mua%20ban%20sap%20nhap.jpg
http://www.dna.com.vn/folder_news/010513%20mua%20ban%20sap%20nhap.jpg,010513%20mua%20ban%20sap%20nhap.jpg
http://www.dna.com.vn/folder_news/010513%20samsung.jpg,010513 samsung.jpg
http://www.dna.com.vn/folder_news/010513%20samsung.jpg,010513 samsung.jpg
http://www.dna.com.vn/folder_news/010513%20thuong%20hieu%20noi%20tieng.jpg,010513%20thuong%20hieu%20noi%20tieng.jpg
http://www.dna.com.vn/folder_news/010513%20thuong%20hieu%20noi%20tieng.jpg,010513%20thuong%20hieu%20noi%20tieng.jpg
http://www.dna.com.vn/folder_news/010514%20LG.jpg,010514 LG.jpg
http://www.dna.com.vn/folder_news/010514%20LG.jpg,010514 LG.jpg
http://www.dna.com.vn/folder_news/010514%20doanh%20nghiep%20nho.jpg,010514%20doanh%20nghiep%20nho.jpg
http://www.dna.com.vn/folder_news/010514%20doanh%20nghiep%20nho.jpg,010514%20doanh%20nghiep%20nho.jpg
http://www.dna.com.vn/folder_news/010514%20facebook%20whatsapp.jpg,010514%20facebook%20whatsapp.jpg
http://www.dna.com.vn/folder_news/010514%20facebook%20whatsapp.jpg,010514%20facebook%20whatsapp.jpg
http://www.dna.com.vn/folder_news/010514%20samsung.jpg,010514 samsung.jpg
http://www.dna.com.vn/folder_news/010514%20samsung.jpg,010514 samsung.jpg
http://www.dna.com.vn/folder_news/010514%20thi%20truong%20ca%20phe.jpg,010514%20thi%20truong%20ca%20phe.jpg
http://www.dna.com.vn/folder_news/010514%20thi%20truong%20ca%20phe.jpg,010514%20thi%20truong%20ca%20phe.jpg
http://www.dna.com.vn/folder_news/010611%20minimalist%20print%20ad.jpg,010611%20minimalist%20print%20ad.jpg
http://www.dna.com.vn/folder_news/010611%20minimalist%20print%20ad.jpg,010611%20minimalist%20print%20ad.jpg
http://www.dna.com.vn/folder_news/010612%20Axel%20Dumas%20Hermes.jpg,010612%20Axel%20Dumas%20Hermes.jpg
http://www.dna.com.vn/folder_news/010612%20Axel%20Dumas%20Hermes.jpg,010612%20Axel%20Dumas%20Hermes.jpg
http://www.dna.com.vn/folder_news/010612%20Banh%20bot%20loc.jpg,010612 Banh bot loc.jpg
http://www.dna.com.vn/folder_news/010612%20Banh%20bot%20loc.jpg,010612 Banh bot loc.jpg
http://www.dna.com.vn/folder_news/010612%20Bat%20dong%20san.jpg,010612 Bat dong san.jpg
http://www.dna.com.vn/folder_news/010612%20Bat%20dong%20san.jpg,010612 Bat dong san.jpg
http://www.dna.com.vn/folder_news/010612%20Do%20Anh%20Tu%20-%20Diana.jpg,010612%20Do%20Anh%20Tu%20-%20Diana.jpg
http://www.dna.com.vn/folder_news/010612%20Do%20Anh%20Tu%20-%20Diana.jpg,010612%20Do%20Anh%20Tu%20-%20Diana.jpg
http://www.dna.com.vn/folder_news/010612%20Hiroaki%20Nakanishi%20Hitachi.jpg,010612%20Hiroaki%20Nakanishi%20Hitachi.jpg
http://www.dna.com.vn/folder_news/010612%20Hiroaki%20Nakanishi%20Hitachi.jpg,010612%20Hiroaki%20Nakanishi%20Hitachi.jpg
http://www.dna.com.vn/folder_news/010612%20Kinh%20do.jpg,010612 Kinh do.jpg
http://www.dna.com.vn/folder_news/010612%20Kinh%20do.jpg,010612 Kinh do.jpg
http://www.dna.com.vn/folder_news/010612%20Trung%20sach.jpg,010612 Trung sach.jpg
http://www.dna.com.vn/folder_news/010612%20Trung%20sach.jpg,010612 Trung sach.jpg
http://www.dna.com.vn/folder_news/010612%20Xe%20o%20to%201.jpg,010612 Xe o to 1.jpg
http://www.dna.com.vn/folder_news/010612%20Xe%20o%20to%201.jpg,010612 Xe o to 1.jpg
http://www.dna.com.vn/folder_news/010612%20internet%20di%20dong.jpg,010612%20internet%20di%20dong.jpg
http://www.dna.com.vn/folder_news/010612%20internet%20di%20dong.jpg,010612%20internet%20di%20dong.jpg
http://www.dna.com.vn/folder_news/010612%20thi%20truong%20do%20choi.jpg,010612%20thi%20truong%20do%20choi.jpg
http://www.dna.com.vn/folder_news/010612%20thi%20truong%20do%20choi.jpg,010612%20thi%20truong%20do%20choi.jpg
http://www.dna.com.vn/folder_news/010613%20namecard.jpg,010613 namecard.jpg
http://www.dna.com.vn/folder_news/010613%20namecard.jpg,010613 namecard.jpg
http://www.dna.com.vn/folder_news/010711%20ngan%20sach%20tiep%20thi.jpg,010711%20ngan%20sach%20tiep%20thi.jpg
http://www.dna.com.vn/folder_news/010711%20ngan%20sach%20tiep%20thi.jpg,010711%20ngan%20sach%20tiep%20thi.jpg
http://www.dna.com.vn/folder_news/010711%20nguoi%20tieu%20dung%20viet.jpg,010711%20nguoi%20tieu%20dung%20viet.jpg
http://www.dna.com.vn/folder_news/010711%20nguoi%20tieu%20dung%20viet.jpg,010711%20nguoi%20tieu%20dung%20viet.jpg
http://www.dna.com.vn/folder_news/010711%20pha%20san.jpg,010711 pha san.jpg
